,DCLG code,"Former
ONS code",LA code,Authority Data,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
204,B1225,19UG,E07000051,Purbeck,111.799999999999,92.7999999999993,109.800000000003,106.799999999999,179.799999999999,205.799999999999,226.799999999999,210.800000000003,191.799999999999,96.7999999999993,108.494053965963,79.4940539659628,73.4940539659628,68.4940539659628,233.494053965963,90.4940539659628,125.494053965963,74.4940539659628,,,,,
205,F1230,19UH,E07000052,West Dorset,610.300000000003,945.299999999996,545.300000000003,587.299999999996,614.300000000003,568.300000000003,396.299999999996,434.300000000003,255.299999999996,387.300000000003,375.329804670221,363.329804670221,279.329804670221,251.329804670221,468.329804670221,606.329804670221,424.329804670221,643.329804670221,,,,,
206,P1235,19UJ,E07000053,Weymouth and Portland,237.299999999999,233.299999999999,342.300000000003,267.299999999999,337.299999999999,161.299999999999,252.299999999999,381.300000000003,128.299999999999,184.299999999999,224.092782809117,192.092782809117,141.092782809117,149.092782809117,208.092782809117,171.092782809117,214.092782809117,291.092782809117,,,,,
207,,,E10000010,Durham,1141.7661305147,1170.7661305147,1123.76613051471,1424.76613051471,2019.7661305147,2313.76613051471,2867.76613051469,1486.10482536765,,,,,,,,,,,,,,,
208,G1305,20UB,E07000054,Chester-le-Street,163.78993982905,71.7899398290465,3.78993982905013,53.7899398290465,59.7899398290501,120.78993982905,167.789939829047,126.78993982905,,,,,,,,,,,,,,,
209,V1315,20UD,E07000055,Derwentside,386.429570931803,348.429570931803,330.42957093181,236.429570931803,394.429570931803,116.429570931803,642.429570931803,464.42957093181,,,,,,,,,,,,,,,
210,Z1320,20UE,E07000056,Durham,180.933305397099,180.933305397091,329.933305397099,277.933305397091,477.933305397099,506.933305397099,494.933305397091,137.272000250043,,,,,,,,,,,,,,,
211,H1325,20UF,E07000057,Easington,82.9548768799068,73.9548768799068,191.954876879907,304.954876879914,449.954876879907,701.954876879907,525.954876879907,280.954876879907,,,,,,,,,,,,,,,
212,M1330,20UG,E07000058,Sedgefield,166.103550526001,350.103550526008,-8.89644947399938,162.103550526008,179.103550526001,246.103550526008,249.103550526001,163.103550526001,,,,,,,,,,,,,,,
213,W1335,20UH,E07000059,Teesdale,72.7191752944873,56.7191752944891,73.7191752944873,107.719175294489,71.7191752944873,69.7191752944873,47.7191752944891,55.7191752944873,,,,,,,,,,,,,,,
214,A1340,20UJ,E07000060,Wear Valley,88.8357116563566,88.8357116563566,202.835711656357,281.835711656357,386.835711656357,551.835711656357,739.835711656357,257.835711656357,,,,,,,,,,,,,,,
215,,,E10000011,East Sussex,1599.09999999999,1957.10000000001,1815.10000000001,1968.10000000001,1928.09999999999,1955.09999999999,2242.10000000001,1876.10000000001,1422.10000000001,1737.09999999999,1620.9,1302.9,1225.9,1422.9,1511.9,1447.9,1292.9,1766.9,1884.9,1551.9,1552.0,2416.0,2079.0
216,T1410,21UC,E07000061,Eastbourne,201.599999999999,670.599999999999,674.600000000006,832.599999999999,621.599999999999,465.599999999999,356.599999999999,463.600000000006,294.599999999999,197.599999999999,229.5,173.5,257.5,172.5,225.5,215.5,139.5,142.5,212.5,242.5,127.0,165.0,254.0
217,B1415,21UD,E07000062,Hastings,308.5,374.5,354.5,303.5,431.5,296.5,376.5,334.5,248.5,177.5,314.1,102.1,102.1,121.1,198.1,145.1,158.1,138.1,73.1,65.1,163.0,116.0,146.0
218,P1425,21UF,E07000063,Lewes,272.199999999997,199.200000000004,195.199999999997,238.200000000004,271.199999999997,365.199999999997,484.200000000004,325.199999999997,244.200000000004,228.199999999997,218.7,190.7,84.7,248.7,257.7,175.7,282.7,325.7,253.7,280.7,340.0,606.0,523.0
219,U1430,21UG,E07000064,Rother,428.099999999999,285.099999999999,247.100000000006,311.099999999999,276.099999999999,443.099999999999,455.099999999999,248.100000000006,143.099999999999,270.099999999999,215.5,136.5,195.5,222.5,284.5,321.5,224.5,293.5,285.5,213.5,237.0,391.0,170.0
220,C1435,21UH,E07000065,Wealden,388.699999999997,427.700000000004,343.699999999997,282.700000000004,327.699999999997,384.699999999997,569.700000000004,504.699999999997,491.700000000004,863.699999999997,643.1,700.1,586.1,658.1,546.1,590.1,488.1,867.1,1060.1,750.1,685.0,1138.0,986.0
221,,,E10000012,Essex,3586.01832501559,4955.01832501561,4149.01832501559,4681.01832501559,5064.01832501559,4953.0183250156,5033.01832501562,4458.01832501558,3402.0183250156,3515.83507485964,4102.4,3311.4,3171.4,4651.4,5066.4,5199.4,6192.4,7373.4,6536.4,5640.4,6540.0,6609.0,7207.0
222,V1505,22UB,E07000066,Basildon,167.800000000003,315.800000000003,203.799999999988,177.800000000003,515.800000000003,225.800000000003,357.800000000003,520.799999999988,510.800000000003,214.800000000003,702.5,698.5,172.5,731.5,869.5,465.5,394.5,393.5,513.5,370.5,438.0,222.0,245.0
223,Z1510,22UC,E07000067,Braintree,788.599999999999,783.599999999999,680.600000000006,834.599999999999,648.599999999999,799.599999999999,769.599999999999,483.600000000006,569.599999999999,589.599999999999,246.8,122.8,127.8,354.8,468.8,236.8,436.8,479.8,829.8,791.8,1081.0,1088.0,1148.0
224,H1515,22UD,E07000068,Brentwood,195.400000000001,269.399999999998,226.400000000001,164.399999999998,129.400000000001,231.400000000001,257.399999999998,276.400000000001,182.399999999998,407.400000000001,163.4,245.4,136.4,190.4,142.4,181.4,244.4,242.4,426.4,199.4,407.0,385.0,625.0
225,M1520,22UE,E07000069,Castle Point [note 18],181.199999999997,183.200000000004,83.1999999999971,219.200000000004,307.199999999997,118.199999999997,115.200000000004,124.199999999997,125.200000000004,451.199999999997,25.9,84.9,139.9,176.9,87.9,83.9,132.9,172.9,43.9,140.9,205.0,156.0,-58.0
226,W1525,22UF,E07000070,Chelmsford,489.118325015588,990.118325015603,675.118325015603,717.118325015588,427.118325015588,464.118325015603,701.118325015603,582.118325015588,144.118325015588,143.935074859648,191.8,236.8,454.8,809.8,775.8,985.8,991.8,1239.8,815.8,812.8,866.0,822.0,1015.0
227,A1530,22UG,E07000071,Colchester,532.5,920.5,1105.5,1243.5,862.5,1216.5,1209.5,1003.5,477.5,635.5,1061.7,606.7,705.7,720.7,922.7,901.7,1037.7,1164.7,774.7,730.7,1034.0,718.0,1097.0
228,J1535,22UH,E07000072,Epping Forest,255.900000000001,289.900000000001,227.899999999994,258.900000000001,304.900000000001,295.900000000001,144.900000000001,158.899999999994,265.900000000001,391.900000000001,320.5,151.5,336.5,259.5,296.5,178.5,593.5,455.5,252.5,227.5,328.0,170.0,346.0
229,N1540,22UJ,E07000073,Harlow,138.800000000003,184.799999999996,131.800000000003,137.799999999996,393.800000000003,194.800000000003,180.799999999996,294.800000000003,142.799999999996,142.800000000003,377.4,145.4,110.4,197.4,218.4,333.4,274.4,669.4,718.4,528.4,416.0,560.0,436.0
230,X1545,22UK,E07000074,Maldon,225.599999999999,197.600000000002,194.599999999999,245.600000000002,232.599999999999,207.599999999999,224.600000000002,225.599999999999,172.600000000002,101.599999999999,61.0,89.0,44.0,38.0,218.0,227,145,287,437.0,395.0,324.0,443.0,405.0
231,B1550,22UL,E07000075,Rochford,139.099999999999,171.099999999999,192.100000000006,68.0999999999985,272.099999999999,459.099999999999,180.099999999999,112.100000000006,97.0999999999985,52.0999999999985,91.8,31.8,241.8,329.8,157.8,114.8,297.8,260.8,345.8,347.8,456.0,495.0,282.0
232,P1560,22UN,E07000076,Tendring,271.400000000001,219.400000000001,65.3999999999942,232.400000000001,369.400000000001,368.399999999994,307.400000000009,191.399999999994,147.400000000009,36.3999999999942,342.0,354.0,314.0,377.0,355.0,768,675,1025,894.0,756.0,777.0,810.0,838.0
233,C1570,22UQ,E07000077,Uttlesford,200.599999999999,429.600000000002,362.599999999999,381.600000000002,600.599999999999,371.599999999999,584.600000000002,484.599999999999,566.600000000002,348.599999999999,517.6,544.6,387.6,465.6,553.6,722.6,968.6,982.6,484.6,339.6,208.0,740.0,828.0
234,,,E10000013,Gloucestershire,2028.85,1931.35,2353.35000000001,2123.35,2123.35,3000.35,3310.35,2365.35000000001,1670.35,1649.35,2139.2,2323.2,2693.2,2829.2,2819.2,2818.2,3574.2,3871.2,2726.2,3115.2,3069.0,3487.0,2885.0
235,B1605,23UB,E07000078,Cheltenham,322.699999999997,274.700000000004,439.699999999997,442.700000000004,309.699999999997,790.699999999997,413.700000000004,208.699999999997,127.700000000004,-5.30000000000291,22.4,260.4,399.4,273.4,383.4,283.4,479.4,769.4,443.4,372.4,114.0,273.0,315.0
236,F1610,23UC,E07000079,Cotswold,295.800000000003,403.799999999996,326.800000000003,393.799999999996,192.800000000003,325.800000000003,218.799999999996,555.800000000003,186.799999999996,239.800000000003,526.7,515.7,384.7,451.7,587.7,742.7,899.7,794.7,300.7,366.7,348.0,350.0,375.0
237,P1615,23UD,E07000080,Forest of Dean,163.0,146.0,274.0,267.0,262.0,239.0,439.0,341.0,136.0,262.0,304.2,269.2,382.2,411.2,342.2,286.2,295.2,309.2,375.2,397.2,493.0,517.0,431.0
238,U1620,23UE,E07000081,Gloucester,310.099999999999,473.099999999999,535.100000000006,470.099999999999,705.099999999999,877.099999999999,968.099999999999,533.100000000006,566.099999999999,503.099999999999,630.1,462.1,516.1,602.1,506.1,477.1,513.1,582.1,505.1,648.1,420.0,534.0,366.0
239,C1625,23UF,E07000082,Stroud,567.400000000002,369.400000000001,493.399999999994,314.400000000001,294.400000000001,296.400000000001,534.400000000002,539.399999999994,300.400000000001,266.400000000001,395.9,401.9,470.9,566.9,423.9,349.9,490.9,557.9,656.9,742.9,771.0,632.0,446.0
240,G1630,23UG,E07000083,Tewkesbury,369.849999999999,264.349999999999,284.350000000006,235.349999999999,359.349999999999,471.349999999999,736.349999999999,187.350000000006,353.349999999999,383.349999999999,259.9,413.9,539.9,523.9,575.9,678.9,895.9,857.9,444.9,587.9,923.0,1181.0,952.0
241,,,E10000014,Hampshire,3843.70000000001,4005.69999999998,5196.70000000001,5885.69999999998,5354.70000000001,5571.70000000002,5468.69999999998,4570.70000000001,3789.69999999998,3558.70000000002,3752.3,2976.3,3164.3,3835.3,4905.3,5488.3,6005.3,6969.3,7623.3,6064.3,5484.0,5434.0,4602.0
242,H1705,24UB,E07000084,Basingstoke and Deane,591.099999999999,478.099999999999,669.100000000006,766.099999999999,802.099999999999,606.100000000006,1296.09999999999,1180.10000000001,1104.09999999999,683.100000000006,726.0,333.0,563.0,454.0,501.0,585,858,1230,1604.0,1271.0,741.0,991.0,690.0
243,M1710,24UC,E07000085,East Hampshire,309.800000000003,246.799999999996,559.800000000003,514.799999999996,398.800000000003,316.800000000003,582.799999999996,616.800000000003,302.799999999996,308.800000000003,328.4,332.4,354.4,537.4,397.4,475.4,884.4,1103.4,795.4,410.4,576.0,494.0,252.0
244,W1715,24UD,E07000086,Eastleigh,245.800000000003,231.799999999996,630.800000000003,985.799999999996,620.800000000003,821.800000000003,496.799999999996,595.800000000003,517.799999999996,440.800000000003,305.0,186.0,300.0,68.0,359.0,420,796,1065,1126.0,749.0,707.0,683.0,566.0
245,A1720,24UE,E07000087,Fareham,326.800000000003,245.799999999996,285.800000000003,307.799999999996,321.800000000003,597.800000000003,564.799999999996,336.800000000003,204.799999999996,380.800000000003,275.1,238.1,152.1,285.1,369.1,347.1,289.1,288.1,283.1,115.1,86.0,144.0,244.0
246,J1725,24UF,E07000088,Gosport,517.5,540.5,464.5,491.5,561.5,747.5,338.5,262.5,85.5,104.5,293.9,29.9,-78.1,-13.1,134.9,115.9,173.9,9.9,89.9,232.9,19.0,21.0,119.0
247,N1730,24UG,E07000089,Hart,281.0,445.0,569.0,644.0,529.0,398.0,231.0,54.0,-15.0,72.0,330.0,201.0,270.0,342.0,709.0,632,555,612,611.0,585.0,582.0,574.0,434.0
248,X1735,24UH,E07000090,Havant,173.400000000001,141.400000000001,290.399999999994,240.400000000001,311.400000000001,270.400000000001,424.400000000001,286.399999999994,179.400000000001,265.400000000001,133.8,214.8,165.8,457.8,549.8,614.8,255.8,232.8,331.8,259.8,259.0,495.0,368.0
249,B1740,24UJ,E07000091,New Forest,845.0,520.0,691.0,614.0,521.0,417.0,553.0,647.0,354.0,377.0,297.6,259.6,180.6,211.6,246.6,420.6,353.6,448.6,418.6,483.6,94.0,225.0,241.0
250,P1750,24UL,E07000092,Rushmoor,-143.199999999997,33.7999999999956,-74.1999999999971,287.799999999996,399.800000000003,585.800000000003,55.7999999999956,59.8000000000029,309.799999999996,11.8000000000029,191.2,275.2,214.2,319.2,193.2,384.2,470.2,323.2,750.2,245.2,426.0,367.0,436.0
251,C1760,24UN,E07000093,Test Valley,342.400000000001,622.400000000002,513.399999999994,345.400000000001,404.400000000001,320.400000000001,369.400000000001,178.399999999994,466.400000000001,417.400000000001,526.4,671.4,542.4,883.4,1005.4,892.4,794.4,818.4,949.4,880.4,853.0,396.0,275.0
252,L1765,24UP,E07000094,Winchester,354.099999999999,500.099999999999,597.100000000006,688.099999999999,484.099999999999,490.099999999999,556.099999999999,353.100000000006,280.099999999999,497.099999999999,344.9,234.9,499.9,289.9,439.9,600.9,574.9,837.9,663.9,831.9,1141.0,1044.0,977.0
253,,,E10000015,Hertfordshire,3205.39999999999,3371.40000000001,3759.39999999999,4256.40000000001,4267.39999999999,4556.39999999999,4490.40000000001,3805.39999999999,2981.40000000001,3480.39999999999,2986.1,2941.1,2626.1,2910.1,3493.1,4357.1,3374.1,4504.1,4577.1,4231.1,4141.0,4519.0,4932.0
254,W1905,26UB,E07000095,Broxbourne,173.0,144.0,234.0,911.0,492.0,265.0,286.0,184.0,322.0,276.0,176.2,188.2,101.2,182.2,180.2,257.2,302.2,462.2,153.2,205.2,313.0,482.0,663.0
255,A1910,26UC,E07000096,Dacorum,420.5,744.5,535.5,403.5,269.5,515.5,493.5,516.5,338.5,705.5,350.9,149.9,113.9,275.9,557.9,640.9,489.9,460.9,391.9,614.9,793.0,615.0,483.0
256,J1915,26UD,E07000242,East Hertfordshire,639.300000000003,400.299999999996,289.300000000003,392.299999999996,580.300000000003,811.300000000003,591.299999999996,587.300000000003,504.299999999996,234.300000000003,375.2,691.2,358.2,536.2,666.2,611.2,455.2,909.2,947.2,797.2,876.0,889.0,1261.0
257,N1920,26UE,E07000098,Hertsmere,282.5,91.5,161.5,179.5,307.5,265.5,346.5,224.5,272.5,147.5,154.6,260.6,419.6,360.6,352.6,373.6,504.6,598.6,483.6,424.6,294.0,112.0,149.0
258,X1925,26UF,E07000099,North Hertfordshire,687.199999999997,613.200000000004,453.199999999997,413.200000000004,554.199999999997,586.199999999997,685.200000000004,425.199999999997,297.200000000004,377.199999999997,421.2,316.2,284.2,205.2,366.2,564.2,306.2,247.2,458.2,618.2,335.0,447.0,426.0
259,B1930,26UG,E07000240,St Albans,414.900000000001,351.900000000001,311.899999999994,659.900000000002,387.900000000001,435.900000000001,351.900000000001,456.899999999994,330.900000000001,440.900000000001,382.3,345.3,377.3,315.3,398.3,342.3,387.3,626.3,439.3,518.3,314.0,401.0,438.0
260,K1935,26UH,E07000243,Stevenage,188.199999999997,117.200000000004,44.1999999999971,176.200000000004,136.199999999997,361.199999999997,394.200000000004,376.199999999997,241.200000000004,308.199999999997,184.7,79.7,167.7,140.7,147.7,684.7,69.7,279.7,315.7,135.7,69.0,154.0,163.0
261,P1940,26UJ,E07000102,Three Rivers,208.699999999997,235.700000000004,195.699999999997,75.7000000000044,198.699999999997,337.699999999997,256.700000000004,333.699999999997,50.7000000000044,109.699999999997,204.3,195.3,166.3,304.3,235.3,163.3,283.3,169.3,426.3,119.3,126.0,205.0,274.0
262,Y1945,26UK,E07000103,Watford,140.599999999999,239.599999999999,316.600000000006,434.599999999999,663.599999999999,324.599999999999,369.599999999999,405.600000000006,594.599999999999,711.599999999999,472.1,596.1,453.1,301.1,300.1,401.1,367.1,323.1,319.1,474.1,763.0,772.0,751.0
263,C1950,26UL,E07000241,Welwyn Hatfield,50.5,433.5,1217.5,610.5,677.5,653.5,715.5,295.5,29.5,169.5,264.6,118.6,184.6,288.6,288.6,318.6,208.6,427.6,642.6,323.6,258.0,442.0,324.0
264,,,E10000016,Kent,6476.26201048951,5810.26201048951,6213.26201048951,7442.26201048951,6906.26201048951,6845.26201048951,8113.26201048951,7329.26201048951,4772.26201048951,5611.64190559441,4665.2,3734.2,3633.2,4771.2,6799.2,7247.2,8067.2,6885.2,6773.2,7263.2,7775.0,7687.0,6896.0
265,E2205,29UB,E07000105,Ashford,826.099999999999,773.099999999999,764.100000000006,1018.1,646.099999999999,415.099999999999,622.099999999999,591.100000000006,557.099999999999,611.099999999999,678.3,329.3,182.3,450.3,1067.3,741.3,636.3,923.3,753.3,1144.3,627.0,1001.0,471.0
266,J2210,29UC,E07000106,Canterbury,549.400000000002,560.400000000002,434.399999999994,708.400000000002,465.400000000001,571.400000000002,1215.4,898.399999999994,244.400000000001,384.400000000001,506.1,406.1,418.1,214.1,177.1,298.1,1020.1,311.1,417.1,319.1,692.0,644.0,660.0
267,T2215,29UD,E07000107,Dartford,411.800000000003,539.799999999996,840.800000000003,656.799999999996,215.800000000003,690.800000000003,634.799999999996,641.800000000003,195.799999999996,393.800000000003,269.6,368.6,548.6,511.6,917.6,1108.6,977.6,959.6,486.6,552.6,540.0,738.0,637.0
268,X2220,29UE,E07000108,Dover,509.900000000001,474.900000000001,376.899999999994,569.900000000002,674.900000000002,567.900000000002,582.900000000002,509.899999999994,502.900000000001,417.900000000001,170.1,149.1,119.1,286.1,673.1,340.1,374.1,374.1,370.1,411.1,625.0,543.0,719.0
269,K2230,29UG,E07000109,Gravesham,103.699999999997,188.700000000004,207.699999999997,463.700000000004,273.699999999997,304.699999999997,234.700000000004,435.699999999997,191.700000000004,184.699999999997,186.8,410.8,144.8,255.8,189.8,174.8,283.8,301.8,173.8,249.8,421.0,419.0,293.0
270,U2235,29UH,E07000110,Maidstone,639.76201048951,805.76201048951,567.76201048951,874.76201048951,816.76201048951,772.76201048951,1050.76201048951,499.76201048951,639.76201048951,838.141905594406,942.2,699.2,494.2,651.2,590.2,1214.2,1355.2,1215.2,1424.2,1446.2,1627.0,1064.0,1040.0
271,G2245,29UK,E07000111,Sevenoaks,240.699999999997,230.700000000004,200.699999999997,257.700000000004,501.699999999997,178.699999999997,294.700000000004,323.699999999997,246.700000000004,314.699999999997,222.2,186.2,277.2,244.2,462.2,368.2,432.2,299.2,477.2,260.2,267.0,261.0,114.0
272,L2250,29UL,E07000112,Folkestone and Hythe,1338.6,296.599999999999,927.600000000006,400.599999999999,777.599999999999,170.599999999999,426.599999999999,586.600000000006,164.599999999999,156.599999999999,196.1,195.1,87.1,313.1,303.1,647.1,434.1,435.1,451.1,478.1,454.0,454.0,373.0
273,V2255,29UM,E07000113,Swale,782.800000000003,641.799999999996,655.800000000003,426.799999999996,905.800000000003,886.800000000003,818.799999999996,545.800000000003,761.799999999996,484.800000000003,679.1,573.1,649.1,821.1,871.1,837.1,867.1,956.1,1065.1,892.1,989.0,818.0,757.0
274,Z2260,29UN,E07000114,Thanet,315.400000000001,249.400000000001,370.399999999994,559.400000000002,483.400000000001,769.400000000002,724.400000000002,844.399999999994,638.400000000002,1007.4,376.4,250.4,377.4,439.4,406.4,445.4,294.4,352.4,427.4,596.4,548.0,617.0,844.0
275,H2265,29UP,E07000115,Tonbridge and Malling,334.599999999999,494.599999999999,449.600000000006,951.599999999999,708.599999999999,824.599999999999,813.599999999999,863.600000000006,347.599999999999,325.599999999999,383.1,329.1,508.1,418.1,851.1,769.1,1105.1,361.1,410.1,380.1,467.0,492.0,377.0
276,M2270,29UQ,E07000116,Tunbridge Wells,423.5,554.5,417.5,554.5,436.5,692.5,694.5,588.5,281.5,492.5,55.2,-162.8,-172.8,166.2,290.2,303.2,287.2,396.2,317.2,533.2,518.0,636.0,611.0
277,,,E10000017,Lancashire,2982.51729503474,3568.51729503474,4979.51729503471,4079.44716276776,3649.51729503472,2666.51729503474,3285.51729503475,2597.51729503471,1702.51729503474,1775.41447695437,1872.6,1856.6,2646.6,3771.6,3706.6,4464.6,4308.6,4471.6,5233.6,4608.6,5225.0,6025.0,5547.0
278,Z2315,30UD,E07000117,Burnley,-50.9000000000015,-69.9000000000015,105.100000000006,-0.900000000001455,62.0999999999985,77.0999999999985,148.099999999999,124.100000000006,-93.9000000000015,-86.9000000000015,0.600000000000001,61.6,204.6,69.6,255.6,248.6,382.6,298.6,212.6,281.6,329.0,256.0,248.0
279,D2320,30UE,E07000118,Chorley,515.400000000002,466.400000000001,605.399999999994,499.400000000001,509.400000000001,141.400000000001,346.400000000001,375.399999999994,460.400000000001,547.400000000002,532.4,618.4,562.4,703.4,586.4,497.4,641.4,553.4,620.4,286.4,228.0,312.0,291.0
280,M2325,30UF,E07000119,Fylde,281.900000000001,364.900000000001,427.899999999994,351.900000000001,235.900000000001,262.900000000001,481.900000000001,401.899999999994,242.900000000001,212.900000000001,117.4,138.4,210.4,183.4,280.4,431.4,446.4,466.4,610.4,268.4,389.0,645.0,348.0
281,R2330,30UG,E07000120,Hyndburn,47.2703683035725,104.270368303572,133.270368303572,178.270368303572,122.270368303565,42.2703683035725,78.2703683035725,104.270368303572,0.270368303572468,17.5666852678551,54.4,11.4,193.4,145.4,94.4,147.4,89.4,152.4,159.4,177.4,205.0,197.0,253.0
282,A2335,30UH,E07000121,Lancaster,107.5,467.5,479.5,263.5,174.5,101.5,254.5,250.5,25.5,0.5,171.2,242.2,210.2,501.2,551.2,704.2,599.2,379.2,777.2,506.2,441.0,202.0,214.0
283,E2340,30UJ,E07000122,Pendle,227.199999999997,78.2000000000044,96.1999999999971,171.200000000004,262.199999999997,197.199999999997,134.200000000004,-102.800000000003,-128.799999999996,0.19999999999709,71.3,39.3,73.3,93.3,137.3,179.3,149.3,324.3,218.3,352.3,285.0,285.0,122.0
284,N2345,30UK,E07000123,Preston,282.699999999997,325.700000000004,442.699999999997,904.700000000004,890.699999999997,738.699999999997,644.700000000004,561.699999999997,304.700000000004,414.699999999997,-44.0,-120.0,-59.0,295.0,264.0,584,518,565,527.0,689.0,1064.0,1405.0,1630.0
285,T2350,30UL,E07000124,Ribble Valley,158.314057213167,118.314057213163,1197.31405721316,84.1734850815155,116.314057213163,36.314057213167,13.314057213167,29.3140572131633,43.3140572131633,23.314057213167,164.7,189.7,193.7,361.7,317.7,407.7,417.7,420.7,576.7,470.7,499.0,690.0,544.0
286,B2355,30UM,E07000125,Rossendale,244.697262380807,132.697262380803,304.697262380807,333.724638572749,279.697262380803,188.697262380807,262.697262380807,132.697262380807,243.697262380803,144.697262380807,118.1,152.1,240.1,233.1,121.1,190.1,148.1,106.1,93.1,76.1,123.0,191.0,201.0
287,F2360,30UN,E07000126,South Ribble,377.900000000001,505.900000000001,530.899999999994,664.900000000002,496.900000000001,285.900000000001,331.900000000001,318.899999999994,176.900000000001,275.900000000001,158.8,113.8,170.8,436.8,389.8,196.8,271.8,396.8,371.8,383.8,513.0,701.0,579.0
288,P2365,30UP,E07000127,West Lancashire,340.900000000001,542.900000000002,307.899999999994,397.900000000001,220.900000000001,304.900000000001,220.900000000001,159.899999999994,130.900000000001,92.9000000000015,244.4,146.4,379.4,379.4,306.4,336.4,195.4,333.4,626.4,461.4,418.0,444.0,476.0
289,U2370,30UQ,E07000128,Wyre,449.635607137192,531.635607137192,348.635607137192,230.67867080991,278.635607137192,289.635607137199,368.635607137192,241.635607137192,296.635607137192,132.236472092547,283.3,263.3,267.3,369.3,402.3,541.3,449.3,475.3,440.3,655.3,731.0,697.0,641.0
290,,,E10000018,Leicestershire,2230.77400652253,2467.77400652252,2151.77400652254,2609.77400652252,2528.77400652253,2901.77400652253,3025.77400652252,2416.77400652253,2476.77400652252,1833.03394129726,1868.9,1563.9,2085.9,3094.9,3715.9,3678.9,3699.9,3558.9,3503.9,3643.9,4024.0,4121.0,3585.0
291,T2405,31UB,E07000129,Blaby,396.0,280.0,218.0,243.0,334.0,304.0,415.0,283.0,267.0,292.0,207.4,232.4,243.4,347.4,671.4,681.4,526.4,460.4,365.4,230.4,364.0,275.0,423.0
292,X2410,31UC,E07000130,Charnwood,461.300000000003,455.299999999996,715.300000000003,925.299999999996,718.300000000003,980.300000000003,937.300000000003,726.299999999988,657.300000000003,575.300000000003,652.7,458.7,557.7,678.7,786.7,858.7,1025.7,987.7,760.7,1035.7,629.0,624.0,840.0
293,F2415,31UD,E07000131,Harborough,213.574006522525,368.574006522525,252.574006522533,283.574006522525,340.574006522525,507.574006522525,643.574006522526,320.574006522533,636.574006522526,313.833941297256,253.0,308.0,359.0,509.0,649.0,481,593,742,919.0,987.0,1026.0,929.0,717.0
294,K2420,31UE,E07000132,Hinckley and Bosworth,511.5,768.5,447.5,609.5,480.5,464.5,424.5,500.5,379.5,253.5,346.3,200.3,453.3,725.3,566.3,542.3,396.3,398.3,258.3,221.3,500.0,884.0,357.0
295,Y2430,31UG,E07000133,Melton,132.799999999999,192.799999999999,175.800000000003,141.799999999999,169.799999999999,208.799999999999,254.799999999999,301.800000000003,254.799999999999,174.799999999999,135.9,41.9,29.9,55.9,118.9,124.9,115.9,199.9,311.9,287.9,365.0,368.0,390.0
296,G2435,31UH,E07000134,North West Leicestershire,526.800000000003,417.799999999996,352.800000000003,348.799999999996,452.800000000003,365.800000000003,396.799999999996,277.800000000003,273.799999999996,229.800000000003,201.9,285.9,402.9,669.9,813.9,822.9,942.9,684.9,725.9,673.9,987.0,706.0,571.0
297,L2440,31UJ,E07000135,Oadby and Wigston,-11.2000000000007,-15.2000000000007,-10.1999999999971,57.7999999999993,32.7999999999993,70.7999999999993,-46.2000000000007,6.80000000000291,7.79999999999927,-6.20000000000073,71.7,36.7,39.7,108.7,109.7,167.7,99.7,85.7,162.7,207.7,153.0,335.0,287.0
298,,,E10000019,Lincolnshire,4016.0,3495.0,3434.0,3906.0,4414.0,4762.0,4525.0,3408.0,3353.0,2613.0,4402.7,3930.7,4285.7,4676.7,4404.7,4547.7,4871.7,6061.7,5834.7,5068.7,3248.0,3857.0,3486.0
299,Z2505,32UB,E07000136,Boston,365.5,326.5,481.5,367.5,348.5,342.5,579.5,358.5,170.5,172.5,104.7,77.7,187.7,122.7,193.7,364.7,407.7,442.7,337.7,307.7,318.0,346.0,286.0
300,D2510,32UC,E07000137,East Lindsey,749.699999999997,671.700000000004,313.699999999997,575.700000000004,610.699999999997,802.699999999997,608.700000000004,663.699999999997,998.700000000004,311.699999999997,2199.7,2163.7,2275.7,2428.7,2260.7,2285.7,2408.7,2418.7,2469.7,2374.7,570.0,531.0,531.0
301,M2515,32UD,E07000138,Lincoln,218.099999999999,355.099999999999,371.100000000006,442.099999999999,482.099999999999,603.099999999999,572.099999999999,332.100000000006,432.099999999999,468.099999999999,456.5,233.5,267.5,187.5,154.5,151.5,286.5,387.5,241.5,192.5,150.0,158.0,135.0
302,R2520,32UE,E07000139,North Kesteven,809.300000000003,725.299999999996,786.300000000003,576.299999999996,982.300000000003,921.300000000003,713.299999999996,540.300000000003,521.299999999996,618.300000000003,586.2,334.2,252.2,458.2,487.2,504.2,593.2,708.2,775.2,502.2,469.0,773.0,703.0
303,A2525,32UF,E07000140,South Holland,613.599999999999,732.599999999999,499.600000000006,564.599999999999,550.599999999999,380.599999999999,589.599999999999,446.600000000006,318.599999999999,242.599999999999,179.3,211.3,266.3,267.3,305.3,278.3,308.3,840.3,529.3,583.3,667.0,726.0,648.0
304,E2530,32UG,E07000141,South Kesteven,739.900000000002,508.900000000001,572.899999999994,647.900000000002,628.900000000002,913.900000000002,840.900000000002,607.899999999994,473.900000000001,499.900000000001,552.8,571.8,610.8,723.8,573.8,556.8,506.8,754.8,807.8,524.8,485.0,642.0,575.0
